	article	revid
6440	Paulino Matip Nhial	1109450057
6441	Elias Waya Nyipuoc	960248404
6442	Rebecca Joshua Okwaci	1078883066
6443	Nathaniel Oyet	1113434840
6444	Joseph Nyiegele Pacifo	929980362
6445	Bona Panek	919581650
6446	Ajonye Paperture	1024512303
6447	Paulino Lukudu Obede	1105374820
6448	Simon Kun Puoch	1032614087
6449	Patrick Raphael	918739405
6450	Richard Remo	1068134189
6451	Ruben Madol Arol Kachuol	1096745777
6452	Adil Athanasio Surrur	1106626605
6453	John Lodu Tombe	1075472084
6454	Tong Akeen Ngor	1049724514
6455	Dier Tong Ngor	1110997068
6456	Michael Tongun	1080331759
6457	James Tor Monybuny	1005891533
6458	Rin Tuec	919609346
6459	Efisio Kon Uguak	1075404348
6460	Augustino Jadalla Wani	1094862433
6461	Manasseh Lomole Waya	1096606367
6462	Juma Saeed Worju	967664366
6463	Justin Yak	1110072478
6464	Claro Abánades López	1113779647
6465	Joaquín Abarca	1033407869
6466	Domingo de Acassuso	1093900852
6467	Pedro Acedo Penco	1084146623
6468	Sofía Acedo Reyes	1082213275
6469	Rodolfo Aínsa	1101221364
6470	Luis Alarcón de la Lastra	1104137934
6471	Gil Álvarez Carrillo de Albornoz	1097643747
6472	Luis Almarcha Hernández	1068994303
6473	Alonso III Fonseca	1095942154
6474	Ana Alós	1101011811
6475	Fadrique de Toledo, 1st Marquess of Valdueza	1068945024
6476	Fernando Álvarez de Toledo, 3rd Duke of Alba	1110129320
6477	García Álvarez de Toledo y Osorio	1095787511
6478	García de Toledo Osorio, 6th Marquess of Villafranca	1045635951
6479	Pedro de Toledo Osorio, 5th Marquess of Villafranca	1104843127
6480	Diego de Alvear y Ponce de León	1109548816
6481	Martín de Álzaga	1114852877
6482	Buenaventura Carlos Aribau	988474574
6483	Manuel de Aróstegui Sáenz de Olamendi	1096423662
6484	Antonio Arrúe Zarauz	1113779972
6485	Eduardo Asquerino	1059034676
6486	Lourdes Auzmendi	1029806372
6487	Vicente Bacallar	1083620426
6488	Ignacio Baleztena Ascárate	1114317297
6489	Atanasio Ballesteros	1108477980
6490	José Baquíjano y Carrillo, Count of Vistaflorida	1093246879
6491	Juan Palarea y Blanes	1110529907
6492	Joseph Blás de Gainza	993600864
6493	Juan Antonio Bolea	1100828029
6494	Gaspar de Borja y Velasco	1104699341
6495	Francisco Tadeo Calomarde, 1st Duke of Santa Isabel	1070343072
6496	Blas Camacho	1101437075
6497	José Manuel Campa	1074156210
6498	Mateu Cañellas	1099176383
6499	Antonio Carro Martínez	1104381249
6500	Nicolás de Carvajal, Marquis of Sarria	1098105485
6501	Francesc de Castellví i de Vic	1066124922
6502	Yaiza Castilla Herrera	1114401468
6503	Juan Francisco de la Cerda, 8th Duke of Medinaceli	1105892119
6504	Luis Francisco de la Cerda, 9th Duke of Medinaceli	1101260163
6505	Ramón Chíes	1093542725
6506	Diego Clemencín	1081213360
6507	Octavio Cuartero Cifuentes	1096425264
6508	Diego Dávila Mesía y Guzmán, 3rd Marquess of Leganés	1084945739
6509	Fernando de Parias Merry	1102909033
6510	Rafael Díez de la Cortina y Olaeta	1112390753
6511	Teresa Domingo Segarra	1091720186
6512	Juan Donoso Cortés	1106894631
6513	Horacio Echevarrieta	1046893081
6514	Julián Elorza Aizpuru	1111274553
6515	Juan de Escobedo	1043838278
6516	Juan Escoiquiz	1032123165
6517	Gaspar de Espinosa	1068983396
6518	Víctor Eusa Razquin	1113527776
6519	Carlos Fabra Carreras	1088684877
6520	Diego Felipez de Guzmán, 1st Marquess of Leganés	1096106290
6521	Miguel Ángel Fernández-Palacios	1101094299
6522	Fernando Gómez (footballer, born 1965)	1098126018
6523	Antonio Flores de Lemus	1069012803
6524	Josep Fornas	1100828052
6525	Chato Galante	1110515122
6526	Guillermo Galeote	1099982046
6527	Mar Garcia	1069863344
6528	Álvaro Gil-Robles	1068958543
6529	Magda Godia	1101223631
6530	Juan Carlos Guerra Zunzunegui	1104380457
6531	Gaspar Méndez de Haro, 7th Marquis of Carpio	1019104410
6532	Pedro Henriquez de Acevedo, Count of Fuentes	1103929563
6533	Pedro de Herrera	1059696308
6534	Eleazar Huerta Valcárcel	1069026111
6535	Javier Imbroda	1109934881
6536	Blas Infante	1090235807
6537	Erasmo Janer Gironella	1107107927
6538	Manuel Jiménez de Parga	1096109133
6539	Joaquín Jiménez Hidalgo	1100828477
6540	Alejandro Lamalfa	1098665055
6541	Ignacio Hernando de Larramendi y Montiano	1109395465
6542	Bernardino León	1080860368
6543	Hernando de Lerma	1096116275
6544	José Pascual de Liñán y Eguizábal	1111270449
6545	José Luis Liso	1099829902
6546	José María Llanos	1114408218
6547	Carmen Llorca	1084910372
6548	Pero López de Ayala	1096106599
6549	Álvaro de Luna	1096639628
6550	Juan Manuel Fernández Pacheco, 8th Duke of Escalona	1043098967
6551	Xabier Markiegi	1113721723
6552	Marquis of Amboage	1086094474
6553	Ignacio Martín Amaro	1103971165
6554	Luis Méndez de Haro	1103527874
6555	Bernardino de Mendoza	1114691610
6556	Marcelino Menéndez y Pelayo	1096446601
6557	Gabriel Milan	1065174231
6558	Luis Minguela	1110850781
6559	Salvador Minguijón Adrián	1113473296
6560	Pep Mòdol	1104404965
6561	Guillermo Morphy	1066444598
6562	Pere Navarro Olivella	1084603008
6563	Juan Everardo Nithard	1103547500
6564	Pablo de Olavide	1112996673
6565	José María de Orbe y Gaytán	1111269697
6566	Álvaro d'Ors Pérez-Peix	1106358929
6567	Félix Ortega Fernández	1083313299
6568	Román Oyarzun Oyarzun	1112985729
6569	Juan Pacheco	1050728168
6570	Berenguer de Palou II	1059003082
6571	Javier María Pascual Ibañez	1088789363
6572	Pedro Antonio de Aragón	1093371088
6573	José Pellicer Gandía	1112951182
6574	Juan Manuel de la Peña Bonifaz	1110216579
6575	Antonio Pérez (statesman)	1112055320
6576	Antonio Victor Pildáin y Zapiáin	1115030339
6577	Manuel Pizarro Moreno	1095965862
6578	Luis Gabriel Portillo	1083417528
6579	Pablo de Porturas y Landázuri	1083314563
6580	Manuel Prado y Colón de Carvajal	1110047861
6581	Jesús Quijano	1083314800
6582	Pascual Rabal Petriz	1110714338
6583	Domingo Ram y Lanaja	1103935973
6584	Enrique Ramón Fajarnés	1105196034
6585	Maria Dolors Renau	1110717255
6586	Tomás Reñones	1067962807
6587	Luis de Requesens y Relat	1066130983
6588	Galceran de Requesens y Santa Coloma	800277980
6589	Rafael del Riego	1109697301
6590	Miguel Romero (activist)	1069043798
6591	Julio Ruiz de Alda	1070900508
6592	Gabriel von Salamanca-Ortenburg	1103927512
6593	Sampiro	1095007515
6594	Rafael Sánchez Guerra	1096426163
6595	Belén de Sárraga	1085675324
6596	José Sisto	1092505399
6597	Pedro Soto (politician)	1099628635
6598	Juan de Tassis, 1st Count of Villamediana	1091687937
6599	Francisco Elías de Tejada y Spínola	1112143161
6600	José Perelló Torrens	1106097271
6601	Leopoldo Torres (politician)	1103027991
6602	Mikel Unzalu	1101357586
6603	Arantza Urkaregi	1114502991
6604	María Rosa Urraca Pastor	1112159572
6605	Fernando de Valdés y Salas	1031521862
6606	Mauro Varela	1104383327
6607	Rodrigo Vázquez de Arce	934714696
6608	Eugenio Vegas Latapie	1107109600
6609	José Joaquín de Viana	1083620763
6610	Vicenç Vidal Matas	1083747578
6611	Narcís Vinyoles	1096424716
6612	Mariano Zufía Urrizalqui	1112160238
6613	Sujatha Paramanathan	1113502682
6614	Marshal Perera	1106530273
6615	Sirimal Wijesinghe	1101551180
6616	Robelto Hector	1103515422
6617	Eustace John	1079695657
6618	Shirley Skerrit-Andrew	1066964128
6619	Kenneth John	1100264544
6620	Gertrude Protain	1014394761
6621	Alphonso Theodore Roberts	1077403825
6622	Adil Abdel Aati	961560512
6623	Malik Agar	1105457485
6624	Ali wad Hilu	1085011367
6625	Mirghani Alnasri	1059686019
6626	Samuel Aru Bol	919521306
6627	Tahani Abdalla Attia Gasmalla	1102528472
6628	Ibrahim Balandiya	1055831182
6629	Daud Bolad	1061629688
6630	Ahmed Diraige	1103941566
6631	Bishop Philip Abbas Ghaboush	1012661225
6632	Zakaria Chol Gideon Gakmar	1002869856
6633	Shartai Jaafar Abdel Hakam	1105520433
6634	Ja'afar Abdul El Hakh	789974403
6635	Osman Kebir	1025563424
6636	George Kongor Arop	1026498747
6637	Saeed Madibo	894929684
6638	Amin Mekki Medani	1098277987
6639	Jimmy Lemi Milla	1110668092
6640	Muhammad Sa'id al-Qaddal	1100493448
6641	Muhammad Sharif (Kalifa)	1050319332
6642	Abdallahi ibn Muhammad	1092462251
6643	Abdel Halim Muhammad	1095715393
6644	Abdul-Hamid Musa Kasha	1073676200
6645	Al Taib Mustafa	1106782827
6646	Muhammad Nadi Pasha	1073123086
6647	Theophilus Ochang	1026899751
6648	Salih Mahmoud Osman	986231936
6649	Ibrahim El-Salahi	1114079134
6650	Santino Deng Teng	1033617848
6651	Simon Makwac Mayen	1106184658
6652	Eliaba James Surur	1104223419
6653	Alhaj Adam Yousef	1040529764
6654	Yusuf al-Ajab	1082923942
6655	Ashwin Adhin	1110227052
6656	Caprino Alendy	1046386920
6657	Marinus Bee	1044261887
6658	Johannes Brons	1061430025
6659	Angelic Alihusain-del Castilho	972745173
6660	Johannes Cateau van Rosevelt	1074119308
6661	Fred Derby	1109371785
6662	Rashied Doekhi	1105642607
6663	David George Findlay	1100754018
6664	Olton van Genderen	1061719983
6665	Salikin Hardjo	1068851430
6666	George Hindori	1087130117
6667	Theo Jubitana	1098812478
6668	Sylvia Kajoeramari	1112727480
6669	Krishna Mathoera	1110192935
6670	Amar Ramadhin	1007146722
6671	Sewraam Rambaran Mishre	1110193614
6672	Willy Soemita	1114207932
6673	Wim Bos Verschuur	1096953822
6674	Saskia Walden	1112304854
6675	Grace Watamaleo	1112727543
6676	Jozef Weidmann	1037459272
6677	Abraham Brodersson	1115163994
6678	Thoralf Alfsson	1105567274
6679	Leila Ali Elmi	1111882241
6680	Bengt Snivil	1055951113
6681	Rudolf Fredrik Berg	1113096827
6682	Birger Jarl	1106260454
6683	Birger Brosa	1024623646
6684	Axel Brusewitz	1039843620
6685	Nils Claëson	1093435562
6686	Petrus Olai Dalekarlus	1073651332
6687	Charles the Deaf	1114537749
6688	Christoffer Dulny	1115365930
6689	Klas Eklund	941420482
6690	Martin Ekström	1065514763
6691	Nils Elowsson	1080015839
6692	Folke the Fat	1101657785
6693	Hans Reinhold von Fersen	1068082355
6694	Clas Frietzcky	963414238
6695	Birger Furugård	1016969064
6696	Hemming Gadh	1018541199
6697	Anders Henriksson (politician)	1095370812
6698	Carl P. Herslow	1112231330
6699	Harald Hjärne	1085490833
6700	Holmger Knutsson	1022950956
6701	Ida Karkiainen	1111922174
6702	Albrecht Elof Ihre	962137372
6703	Gustav Kasselstrand	1111499686
6704	Mats Kettilmundsson	974588670
6705	Per Klarberg	1067229019
6706	Sture Korpi	1098860122
6707	Peeter Luksep	1067164381
6708	Eskil Magnusson	1103368159
6709	Stig Malm	1100349229
6710	Ture Malmgren	993905483
6711	Magnus Minniskiöld	1055950775
6712	Omar Mustafa	1114431170
6713	Gustaf Nyblæus (1816)	907294516
6714	Sven-Olle Olsson	1037993994
6715	Vera Oredsson	1113634951
6716	Gabriel Gustafsson Oxenstierna	1113096968
6717	Carl Fredrik Pechlin	1036926715
6718	Carl Piper	1095944691
6719	Filip Julius Bernhard von Platen	1048198762
6720	Tomas Polus	1113516314
6721	Nils Reuterholm	1090429369
6722	Qristina Ribohn	1004037375
6723	Oliver Rosengren	1115281232
6724	Karl Gustaf Scherman	1065373172
6725	Erik Carlsson Sjöblad	1009863371
6726	Jimmy Ståhl	1111884033
6727	Adolf Ludvig Stierneld	1089584584
6728	Gustaf Algernon Stierneld	1085266368
6729	Vávra Suk	1015480636
6730	Peter Sunde	1113754172
6731	Anders Sundström	1113107487
6732	August Tamm	1071178122
6733	Robert Macfie Thorburn	1081619244
6734	Jessica Thunander	1054908517
6735	Lars Törnman	1036368817
6736	Gustaf af Wetterstedt	1115533138
6737	Bertil Zachrisson	1081155174
6738	Céline Amaudruz	1078966867
6739	Beat Arnold	1103551315
6740	Mustafa Atici	1093168910
6741	Gallus Jacob Baumgartner	1034339108
6742	Martin Bäumle	1113180976
6743	Pierre François Bellot	1085380321
6744	Jacqueline Berenstein-Wavre	1098279107
6745	Peter Bodenmann	1097652987
6746	Ulrich Bremi	1109100989
6747	Achille Casanova	1109101260
6748	Conradin Cramer	1109136165
6749	Niklaus Dachselhofer	989253083
6750	Sigmund von Erlach	1047996896
6751	Heinrich Escher	1051201875
6752	Johann Rudolf Faesch	1109260563
6753	Peter Falck	1113518708
6754	Franz Rudolf Frisching	1025992173
6755	Urs Glutz von Blotzheim	1079107579
6756	Jürg Grossen	1113181116
6757	Tim Guldimann	1114164708
6758	Georg Friedrich Heilmann	1065849307
6759	Thomas Helbling	1097655440
6760	Eva Herzog	1113518226
6761	David Hess (painter)	1088977153
6762	Karl Otto Hunziker	1073762856
6763	Beat Jans	1109261316
6764	Walter Kälin	1097656534
6765	Frédéric-César de La Harpe	1103177637
6766	Georgie Lamon	1065924058
6767	Paul Lüönd	1073049884
6768	Ferdinand Masset	947627249
6769	Frank Melloul	1110313720
6770	Guy Mettan	1099961825
6771	Jakob Meyer zum Hasen	1109307770
6772	Kurt Meyer (Lucerne)	1114680785
6773	Sophie Michaud Gigon	1016857420
6774	Peter Ochs	1013192676
6775	Giovanni Orelli	1066004666
6776	Ludwig Pfyffer	1077498198
6777	Valérie Piller Carrard	1054866115
6778	Ital Reding the Elder	1050573175
6779	Jules Repond	1026286888
6780	Farah Rumy	1101258104
6781	Vinzenz Rüttimann	1101460842
6782	Sergio Salvioni	1104342564
6783	Alfred Emanuel Sarasin	1112830593
6784	Nicolas Théodore de Saussure	1112325459
6785	Peter-Josef Schallberger	1022570699
6786	Josef Scherrer	1045327007
6787	Guy-Olivier Segond	1105606820
6788	André Simonazzi	1096441273
6789	Carlo Sommaruga	1112581627
6790	Niklaus Friedrich von Steiger	1108836802
6791	Charles-Alexandre Steinhäuslin	942439844
6792	Hansjörg Trachsel	1019997611
6793	Paul Usteri	1081662107
6794	Eric Weber	1078967037
6795	Johann Rudolf Wettstein	1109870613
6796	Karl Emil Wild	1068658484
6797	Louis Wyrsch	1078281666
6798	Paul Wyss	1110030427
6799	Theodor Ab Yberg	1022570814
6800	Sebastian Peregrin Zwyer	1090177502
6801	Abdul-Aziz al-Khair	1055121509
6802	Adil Arslan	1115642647
6803	Mohammed Akkad	1088148970
6804	Sultan al-Atrash	1115642685
6805	Ayyash Al-Haj	1114418908
6806	Ghias Barakat	1099141929
6807	Subhi Bey Barakat	1115422743
6808	Abdul Qader Barmada	1088149351
6809	Tawfiq Bay	1031788885
6810	Ibrahim Biro	955779707
6811	Amir al-Dandal	994545216
6812	Abd al-Razzaq al-Dandashi	1063356756
6813	Ahmad Diyab	1100437054
6814	Hadad-yith'i	1102614042
6815	Hisham Marwah	1111799084
6816	Edmond Al-Homsi	1090859570
6817	Ghassan Ibrahim	1099026087
6818	Ihsan Al Jabri	1056547219
6819	Jihad Makdissi	1095025923
6820	Mohammad Jumah	1031226079
6821	Sami al-Jundi	1085225687
6822	Kamal al-Qassab	1046716585
6823	Kamil Pasha al-Qudsi	1114426805
6824	Fayez al-Khoury	1101097473
6825	Mar'i Pasha al-Mallah	1114426843
6826	Antun Maqdisi	1012298345
6827	Mahmoud Ahmad Marei	1096423511
6828	Muhammad Talab Hilal	1091046608
6829	Mustafa al-Siba'i	1101678254
6830	Shukri al-Quwatli	1114418977
6831	Munif Razzaz	1104186608
6832	Nasim al-Safarjalani	1032834084
6833	Salem al-Meslet	1103824812
6834	Muhammad al-Sufi	1106267269
6835	Mohammad Farouk Tayfour	940373945
6836	Liu Yongfu	1102541692
6837	Qiu Fengjia	1031398824
6838	Xie Jieshi	1111816567
6839	Zheng Jing	1108206522
6840	Zheng Kezang	1065962947
6841	Olimzhon Boboyev	1072391123
6842	Mahmadali Hayit	1067502414
6843	Muhiddin Kabiri	1098146744
6844	Bobo Makhamov	1090454878
6845	Maksud Ibragimov	994061655
6846	Nusratullo Maksum	1073969305
6847	Ghaffor Mirzoyev	1069201815
6848	Abduhalim Nazarzoda	1075757785
6849	Umarali Quvvatov	1113522608
6850	Alim Sherzamonov	996472390
6851	Shirinsho Shotemur	1082920035
6852	Bozor Sobir	1107271492
6853	Shukhrat Sultonov	1051046215
6854	Nur Tabar	1105010664
6855	Timothy Apiyo	1065741413
6856	Maurice Henry Dorman	1087530718
6857	Fundikira III	1047557188
6858	Josephat Gwajima	1068157438
6859	Issa Kassim Issa	1099825065
6860	Barbro Cecilia Johansson	1112314591
6861	Bonnah Kaluwa	1109169773
6862	Jeremiah Kasambala	1014980814
6863	Hemed Khamis	1065741571
6864	Adam Kimbisa	1096079486
6865	Saed Kubenea	1006418003
6866	Elias John Kwandikwa	1115284285
6867	Theddy Ladislaus	1105549865
6868	Paul Makonda	1096157701
6869	Julie Manning	1100313435
6870	Salome Joseph Mbatia	1074130433
6871	Ruth Hiyob Mollel	1101873461
6872	Albert Msando	1110162819
6873	John Mwakangale	1063354492
6874	Juma Mwapachu	1065735778
6875	Abdullah Mwinyi	1106388815
6876	Asanterabi Zephaniah Nsilo Swai	1012818477
6877	Mateo Qares	1007481132
6878	Augustino Ramadhani	1110752912
6879	Catherine Ruge	1104077288
6880	Festo Sanga	1087520602
6881	Mwita Waitara	1006421933
6882	Akanat Promphan	1102141395
6883	Borwornsak Uwanno	1100021618
6884	Chada Thaiseth	1067189659
6885	Charoen Suepsaeng	1106944464
6886	Chatchawal Kong-udom	1067181115
6887	Chob Yodkaew	1067190492
6888	Chonlanan Srikaew	1115873331
6889	Chuwit Chitsakul	1067190867
6890	Hangthong Thammawattana	1099504450
6891	Khrong Chandawong	1064263898
6892	Pallop Pinmanee	1112468667
6893	Phayom Chulanont	1059748987
6894	Pita Limjaroenrat	1067174860
6895	Piyabutr Saengkanokkul	1093503992
6896	Phraya Ratsadanupradit Mahitsaraphakdi	1110844684
6897	Samak Jalikula	1102491662
6898	Sang Phathanothai	1063962752
6899	Sereepisuth Temeeyaves	1110915859
6900	Sodsai Rungphothong	1064264189
6901	Sophon Suphapong	1056597902
6902	Surangkana Wayuparb	1059397645
6903	Teerakiat Jaroensettasin	1110929522
6904	Thamanat Prompow	1108412672
6905	Thanathorn Juangroongruangkit	1114394512
6906	Tiang Sirikhanth	1074937608
6907	Vichien Khaokham	1076752543
6908	Luang Wichitwathakan	1112401497
6909	Aliança de Araújo	1059363091
6910	María do Céu	1112159193
6911	Brigida Antónia Correia	1059174694
6912	Isabel da Costa Ferreira	1112773533
6913	Albina Marçal Freitas	1112274488
6914	Ángela Freitas	1085081003
6915	Justino Mota	1099899758
6916	Maria da Paixão da Costa	1076208477
6917	Olinda Morais	1009671491
6918	Manuel Magalhaes de Oliveira	982569489
6919	Alfredo Pires	1082511668
6920	Nino Konis Santana	1080700969
6921	José Abílio Osório Soares	1112065021
6922	João da Costa Tavares	1095266698
6923	Mário Viegas Carrascalão	1072430980
6924	Maria Terezinha Viegas	1112159660
6925	Kafui Adjamagbo-Johnson	1090161620
6926	Angèle Dola Akofa Aguigah	1099133088
6927	Robert Ajavon	1029012283
6928	Martin Aku	1104074508
6929	Claude Améganvi	1058532619
6930	Jacques Amouzou	1053650959
6931	Emmanuel Bodjollé	1097121652
6932	Clément Nyaletsossi Voule	1090090358
6933	Cokossi	1009161958
6934	Kléber Dadjo	1107904661
6935	Roland Kpotsra	1053651540
6936	Issifou Tabiou Taffa	1053650955
6937	Kodjo Amegnisso Tossou	1053651076
6938	Mawupé Valentin Vovor	1112734687
6939	Sani Yaya	1053651558
6940	Enele Maʻafu	1073889279
6941	Viliami Tupoulahi Mailefihi Tuku'aho	1104880192
6942	ʻUluvalu	1033944232
6943	Henry Alcazar	1114543929
6944	James Biggart	997397935
6945	Cyrus Prudhomme David	1114543502
6946	William Demas	1110258782
6947	Gypsy (calypsonian)	1073541281
6948	Isaac Hope	1023309148
6949	Martin Joseph	1064729103
6950	Kenneth Lalla	1098116781
6951	Emmanuel Mzumbo Lazare	1098116908
6952	Randall Mitchell	1108114284
6953	Arnold Piggott	1071023974
6954	David Pitt, Baron Pitt of Hampstead	1115760392
6955	Kevin Ramnarine	1108968759
6956	Sarran Teelucksingh	1093142640
6957	Ronald Jay Williams	1066949906
6958	Hugh Wooding	1112081002
6959	Habib Achour	1029574553
6960	Mekki Aloui	1041433441
6961	Ferjani Bel Haj Ammar	1030173862
6962	Chedly Ayari	1114437741
6963	Mahmoud Ben Ayed	1050087390
6964	Mounir Baatour	1110930036
6965	Selma Baccar	1044685883
6966	Yadh Ben Achour	1101801981
6967	Ahmed Ben Salah	1061990220
6968	Leila Ben-Gacem	1106842255
6969	Mohamed Nejib Berriche	1100422221
6970	Ghazi Chaouachi	1094076051
6971	Ali Chaouch	1101144527
6972	Mohamed Charfi	1098183988
6973	Mohamed Messaoud Chebbi	1105924035
